Compound,Date/Time,Negative,Neutral,Positive,The Tweet,Tweets Ago,User
0.4404,Sun Mar 04 08:05:26 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",25,@CBS
0.0,Sat Mar 03 20:55:20 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",26,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.753,0.0,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",27,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.718,0.0,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",28,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.849,0.0,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",29,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.79,0.21,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,30,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.749,0.092,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",31,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.462,0.0,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,32,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.615,0.151,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,33,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.822,0.0,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",34,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.675,0.0,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",35,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.725,0.0,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",36,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,1.0,0.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",37,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,1.0,0.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,38,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",39,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.884,0.0,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",40,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.848,0.0,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,41,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,1.0,0.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",42,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,1.0,0.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",43,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.895,0.0,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",44,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.734,0.0,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,45,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.571,0.0,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,46,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.816,0.184,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",47,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,1.0,0.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",48,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,1.0,0.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",49,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.769,0.0,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",50,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,51,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",52,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.845,0.0,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,53,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,1.0,0.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",54,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,1.0,0.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,55,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.752,0.0,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",56,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.884,0.0,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",57,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.881,0.119,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",58,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.872,0.0,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,59,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.773,0.0,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",60,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.892,0.0,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",61,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.752,0.0,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",62,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.534,0.0,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,63,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,1.0,0.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",64,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.748,0.0,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",65,@CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,1.0,0.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,66,@CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,67,@CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.696,0.0,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,68,@CBS
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.814,0.186,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,69,@CBS
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.934,0.0,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",70,@CBS
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.536,0.152,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",71,@CBS
0.0,Tue Feb 06 22:21:39 +0000 2018,1.0,0.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",72,@CBS
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.773,0.106,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",73,@CBS
0.0,Sun Feb 04 15:35:36 +0000 2018,1.0,0.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",74,@CBS
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.882,0.0,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",75,@CBS
0.0,Sat Feb 03 23:11:43 +0000 2018,1.0,0.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,76,@CBS
0.8268,Sat Feb 03 12:00:07 +0000 2018,0.662,0.0,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",77,@CBS
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.925,0.075,0.0,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,78,@CBS
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.856,0.0,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",79,@CBS
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.876,0.0,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,80,@CBS
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.834,0.0,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,81,@CBS
0.0,Thu Feb 01 22:04:41 +0000 2018,1.0,0.0,0.0,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,82,@CBS
0.0,Thu Feb 01 20:09:49 +0000 2018,1.0,0.0,0.0,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",83,@CBS
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.912,0.0,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",84,@CBS
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.75,0.115,0.135,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,85,@CBS
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.812,0.0,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",86,@CBS
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.779,0.095,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,87,@CBS
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.569,0.252,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",88,@CBS
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.744,0.256,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",89,@CBS
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.625,0.119,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",90,@CBS
0.5093,Wed Jan 31 01:49:43 +0000 2018,0.81,0.0,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",91,@CBS
0.8261,Wed Jan 31 01:31:27 +0000 2018,0.566,0.0,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,92,@CBS
0.8309,Wed Jan 31 01:29:10 +0000 2018,0.586,0.0,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,93,@CBS
0.6588,Wed Jan 31 01:24:16 +0000 2018,0.614,0.0,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,94,@CBS
-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.602,0.398,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,95,@CBS
0.0,Wed Jan 31 01:17:37 +0000 2018,1.0,0.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,96,@CBS
0.7525,Wed Jan 31 01:16:15 +0000 2018,0.651,0.0,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,97,@CBS
0.0,Wed Jan 31 01:08:01 +0000 2018,1.0,0.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,98,@CBS
0.8516,Wed Jan 31 01:04:34 +0000 2018,0.42,0.0,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,99,@CBS
-0.34,Sat Mar 17 18:45:03 +0000 2018,0.888,0.112,0.0,Former CIA Director John Brennan to responds to President Trump's tweet about the firing of former FBI deputy direc… https://t.co/zMoZ1woD8i,0,@CNN
0.0,Sat Mar 17 18:30:03 +0000 2018,1.0,0.0,0.0,Former FBI Deputy Director Andrew McCabe has memos documenting his conversations with President Trump… https://t.co/DrqYqyqSBM,1,@CNN
0.0,Sat Mar 17 18:15:31 +0000 2018,1.0,0.0,0.0,These notable landmarks around the world turn green on St. Patrick's Day https://t.co/2G6VHmFibt https://t.co/5YBTqTrh6A,2,@CNN
-0.5106,Sat Mar 17 18:00:10 +0000 2018,0.769,0.231,0.0,Maine House GOP candidate who insulted Parkland students drops out https://t.co/q2vnJAsRbu https://t.co/v4vUjLO6ki,3,@CNN
0.4019,Sat Mar 17 17:45:07 +0000 2018,0.863,0.0,0.137,"There's a high-stakes race for tax breaks that could help low-income communities, write Maurice Jones and Rip Rapso… https://t.co/IF4IJ79ZkN",4,@CNN
-0.2023,Sat Mar 17 17:30:06 +0000 2018,0.825,0.108,0.067,The CNN anchors are battling each other in a #MarchMadness bracket challenge. @DrSanjayGupta is leading the pack at… https://t.co/CiqRN7bYd5,5,@CNN
0.0,Sat Mar 17 17:15:00 +0000 2018,1.0,0.0,0.0,The Chicago River turns green for St. Patrick's Day. This time-lapse video shows the handiwork of the Chicago Plumb… https://t.co/YlKDblgxF8,6,@CNN
-0.6908,Sat Mar 17 17:00:10 +0000 2018,0.678,0.322,0.0,Russia expels 23 UK diplomats as fallout over nerve agent attack grows https://t.co/xFAQmmnmui https://t.co/sKfCu9JUFE,7,@CNN
0.8271,Sat Mar 17 16:45:06 +0000 2018,0.558,0.0,0.442,"This ""aisaika,"" or ""adoring husband"" in Japanese, shares 5 rules for a better marriage  https://t.co/33Fj8epV31 https://t.co/AT55B30vqP",8,@CNN
0.0,Sat Mar 17 16:30:04 +0000 2018,1.0,0.0,0.0,FIFA gives Video Assistant Referees the green light for the 2018 World Cup https://t.co/cQIMGGSWUz https://t.co/SqirlfIMNr,9,@CNN
0.0,Sat Mar 17 16:15:08 +0000 2018,1.0,0.0,0.0,Conservation groups oppose pro-hunting slant of new Trump administration panel https://t.co/knWqz2i3PQ https://t.co/FRmMsObjcA,10,@CNN
0.765,Sat Mar 17 16:00:17 +0000 2018,0.68,0.0,0.32,President Trump rewards loyalty in Nevada and shows the power he wields over GOP https://t.co/mrZpCXrgYh https://t.co/GXNumvoctn,11,@CNN
0.0,Sat Mar 17 15:45:55 +0000 2018,1.0,0.0,0.0,JUST IN: 2 vehicles with 3 bodies inside them have been removed from the site of Thursday's pedestrian bridge colla… https://t.co/03OSD48TeX,12,@CNN
-0.5719,Sat Mar 17 15:30:12 +0000 2018,0.68,0.32,0.0,Arkansas student says he was paddled for gun control walkout https://t.co/4XxXh0Cklx https://t.co/3msxgyreIs,13,@CNN
-0.4404,Sat Mar 17 15:15:01 +0000 2018,0.828,0.172,0.0,How Toys 'R' Us went from big kid on the block to bust https://t.co/XcnRNJMX9T https://t.co/IkUorzo91k,14,@CNN
0.0,Sat Mar 17 15:00:07 +0000 2018,1.0,0.0,0.0,Facebook suspends data firm with Trump ties https://t.co/UTcwchXDRl https://t.co/UzbaITsiZv,15,@CNN
0.5719,Sat Mar 17 14:45:11 +0000 2018,0.856,0.0,0.144,149 million people in the US plan to celebrate St. Patrick's Day this year. Here are some more facts and figures ab… https://t.co/7Zkn4WGqjc,16,@CNN
-0.296,Sat Mar 17 14:36:06 +0000 2018,0.804,0.196,0.0,Here's what you missed during a busy news week https://t.co/kGOwJq85fg https://t.co/MD062RW1pl,17,@CNN
0.1531,Sat Mar 17 14:29:07 +0000 2018,0.722,0.124,0.155,Search interest in gun control after Parkland had more staying power than usual https://t.co/Rd4OcgqsoQ | Analysis… https://t.co/HNutTtg8Ps,18,@CNN
0.2187,Sat Mar 17 14:01:06 +0000 2018,0.774,0.095,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/NgPB2avam1",19,@CNN
0.7184,Sat Mar 17 14:01:00 +0000 2018,0.662,0.077,0.261,"This Waffle House waitress took time to cut an elderly customer's ham, and the kind act won her a college scholarsh… https://t.co/VhPkQMKVRe",20,@CNN
-0.2023,Sat Mar 17 13:31:00 +0000 2018,0.701,0.168,0.131,"Construction of Disney's much-anticipated Star Wars attractions is underway. The lands called ""Galaxy's Edge"" are s… https://t.co/87H3x3Rv8p",21,@CNN
-0.5574,Sat Mar 17 13:17:14 +0000 2018,0.783,0.217,0.0,Former FBI Deputy Director Andrew McCabe is fired -- and fires back https://t.co/bXNJiUOiaR https://t.co/pvcp15wcxx,22,@CNN
-0.4767,Sat Mar 17 13:00:12 +0000 2018,0.866,0.134,0.0,Two Arizona women have been arrested after they went to a mosque and unleashed an anti-Muslim tirade in front of ch… https://t.co/H5LpzxhIWe,23,@CNN
0.0,Sat Mar 17 12:31:00 +0000 2018,1.0,0.0,0.0,"""I don't wanna grow up, I'm a Toys 'R' Us kid,"" the iconic jingle says. After 70 years in business, Toys ""R"" Us wil… https://t.co/sOqfaYjE0P",24,@CNN
0.0,Sat Mar 17 12:01:00 +0000 2018,1.0,0.0,0.0,"Every year on St. Patrick's Day, the world suddenly looks a little more green. Here are some of the landmarks that… https://t.co/D1FJu2ftYM",25,@CNN
-0.2732,Sat Mar 17 11:31:06 +0000 2018,0.916,0.084,0.0,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/0qipxbC6DF,26,@CNN
0.0,Sat Mar 17 11:01:00 +0000 2018,1.0,0.0,0.0,This South Korean barista transforms regular cups of coffee into incredible works of art: https://t.co/PmTG6N72uy… https://t.co/W1cxH2oSCP,27,@CNN
0.4215,Sat Mar 17 10:31:08 +0000 2018,0.851,0.0,0.149,Stephen Hawking overcame a debilitating disease to publish wildly popular books probing the mysteries of the univer… https://t.co/d4O70DfAzN,28,@CNN
0.4019,Sat Mar 17 10:01:36 +0000 2018,0.876,0.0,0.124,"This high school in Anchorage, Alaska, is using the sound of real gunfire to prepare students for active shooters… https://t.co/PLXV5gaww1",29,@CNN
0.0,Sat Mar 17 09:31:00 +0000 2018,1.0,0.0,0.0,"You've heard of the big names, but some of the flashiest, most exotic vehicles at the 2018 Geneva Motor Show came f… https://t.co/fNQFs1LQq6",30,@CNN
-0.3818,Sat Mar 17 09:22:07 +0000 2018,0.88,0.12,0.0,"Russia expels 23 British diplomats in response to the UK's expulsion of Russian envoys, as fallout over a nerve age… https://t.co/eegUR0V7kE",31,@CNN
0.0,Sat Mar 17 09:01:03 +0000 2018,1.0,0.0,0.0,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/RJpy8zDZk7",32,@CNN
0.2732,Sat Mar 17 08:31:06 +0000 2018,0.905,0.0,0.095,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/r1EJ98XWa9",33,@CNN
-0.25,Sat Mar 17 08:01:03 +0000 2018,0.875,0.125,0.0,"White supremacists are using banners to get their messages across, the ADL says https://t.co/pZA6tj3bnO https://t.co/Gtkmboz4C3",34,@CNN
-0.5574,Sat Mar 17 07:31:08 +0000 2018,0.783,0.217,0.0,Former FBI Deputy Director Andrew McCabe is fired -- and fires back https://t.co/wGZGWJFC6M https://t.co/5swBuTRtHs,35,@CNN
0.296,Sat Mar 17 07:16:04 +0000 2018,0.885,0.0,0.115,"A majority of the US should expect warmer than average temperatures this spring, especially across the Southwest an… https://t.co/EHuPvhzm3w",36,@CNN
-0.0258,Sat Mar 17 07:15:08 +0000 2018,0.807,0.099,0.094,A surprising resignation made Pope Francis head of the Catholic church. But what happens when two men claim one div… https://t.co/PBZu74KXJA,37,@CNN
-0.7592,Sat Mar 17 07:01:01 +0000 2018,0.577,0.329,0.094,It wasn't Amazon and the growth of online shopping that killed Toys R Us. It was an unpleasant shopping experience… https://t.co/peu4MPp0Yz,38,@CNN
0.5709,Sat Mar 17 06:46:00 +0000 2018,0.85,0.0,0.15,Longjing tea is a specialty in Hangzhou and considered one of the most prized tea leaves in China. The quality of t… https://t.co/6OFwniGn03,39,@CNN
0.0,Sat Mar 17 06:31:04 +0000 2018,1.0,0.0,0.0,"It's been almost six months since Hurricane Maria, and Puerto Ricans are still dying https://t.co/oeclE6NEQF https://t.co/UGuBLj6oCv",40,@CNN
0.0,Sat Mar 17 06:16:00 +0000 2018,1.0,0.0,0.0,"Google cofounder Larry Page's flying taxi takes to the skies in New Zealand, billed as a self-piloting, zero-emissi… https://t.co/q0f5DUxida",41,@CNN
-0.2263,Sat Mar 17 06:01:06 +0000 2018,0.837,0.102,0.06,"There have been a number of deadly bridge collapses in the US through the years, some due to structural deficiencie… https://t.co/hKWZBHWYRd",42,@CNN
0.5318,Sat Mar 17 05:46:00 +0000 2018,0.826,0.0,0.174,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/YrRCxXcftC",43,@CNN
-0.6486,Sat Mar 17 05:31:05 +0000 2018,0.782,0.218,0.0,Snapchat lost $800 million after Rihanna tore into the company for allowing an offensive ad to appear on its app… https://t.co/TCRuoH03Ud,44,@CNN
0.0,Sat Mar 17 05:01:03 +0000 2018,1.0,0.0,0.0,Juul e-cigarettes are high-nicotine devices that closely resemble flash drives. They've become a sensation among te… https://t.co/Vbf0NrXyBe,45,@CNN
-0.743,Sat Mar 17 04:46:05 +0000 2018,0.73,0.27,0.0,"Former FBI deputy director Andrew McCabe described his firing Friday as part of President Trump's ""ongoing war"" wit… https://t.co/qnlaGSqDWn",46,@CNN
-0.7783,Sat Mar 17 04:39:46 +0000 2018,0.702,0.298,0.0,Two women were arrested after allegedly stealing items from a mosque and broadcasting the whole episode on Facebook… https://t.co/MCyYx5s9Vw,47,@CNN
