Compound,Date/Time,Negative,Neutral,Positive,The Tweet,Tweets Ago,User
-0.34,Sat Mar 17 04:27:51 +0000 2018,0.833,0.167,0.0,Read former FBI Deputy Director Andrew McCabe's statement on his firing https://t.co/3irOHi6a8I https://t.co/iisyQRWj4g,48,@CNN
0.6597,Sat Mar 17 04:16:06 +0000 2018,0.671,0.0,0.329,Pennsylvania's Republican Party is asking for an investigation into Tuesday's special election… https://t.co/3MrCFJqAkS,49,@CNN
0.0,Sat Mar 17 04:01:04 +0000 2018,1.0,0.0,0.0,President Trump settles in as producer in chief https://t.co/LmiUHn9iYb https://t.co/KT1cf2uxgA,50,@CNN
-0.3182,Sat Mar 17 03:56:53 +0000 2018,0.881,0.119,0.0,"Virginia loses in NCAA basketball tournament to the University of Maryland, Baltimore County, the first time a No.… https://t.co/QrTCsfNQEs",51,@CNN
-0.4215,Sat Mar 17 03:48:57 +0000 2018,0.685,0.214,0.101,"Rep. Eric Swalwell on McCabe's firing: ""To me, being a former prosecutor, it looks like they're trying to dirty him… https://t.co/iKwr9DM1Ua",52,@CNN
-0.2023,Sat Mar 17 03:46:49 +0000 2018,0.913,0.087,0.0,"Rep. Eric Swalwell says the termination of former Deputy Director Andrew McCabe is a ""petty act"" and intended to ""s… https://t.co/0f8hudMESN",53,@CNN
0.296,Sat Mar 17 03:45:18 +0000 2018,0.748,0.102,0.15,Did JFK win by losing in 1956? See how his DNC speech made him a star on #TheKennedys Sunday at 9p. https://t.co/Xo4AK8qk9v,54,@CNN
-0.2023,Sat Mar 17 03:33:16 +0000 2018,0.921,0.079,0.0,"RT @CNNTonight: Rep. Eric Swalwell says the termination of former Deputy Director Andrew McCabe is a ""petty act"" and ""sends a message to an…",55,@CNN
-0.34,Sat Mar 17 03:27:10 +0000 2018,0.882,0.118,0.0,Former Nixon White House counsel John Dean on Attorney General Jeff Sessions firing ex-FBI Deputy Director Andrew M… https://t.co/0CPDgkHgrX,56,@CNN
0.0,Sat Mar 17 03:11:53 +0000 2018,1.0,0.0,0.0,Xi Jinping is making sweeping changes to how China is run https://t.co/RPIDFVNTKj https://t.co/yOpxnVfRu3,57,@CNN
-0.1779,Sat Mar 17 03:04:01 +0000 2018,0.737,0.147,0.115,"RT @CNNTonight: ""This looks like a punishment in search of a transgression rather than a transgression that's followed by a punishment,"" sa…",58,@CNN
0.128,Sat Mar 17 03:02:52 +0000 2018,0.923,0.0,0.077,"Attorneys defending President Trump and the company of his personal legal counsel, Michael Cohen, have filed to mov… https://t.co/3hOQImURcf",59,@CNN
0.0,Sat Mar 17 02:37:51 +0000 2018,1.0,0.0,0.0,Former FBI deputy director Andrew McCabe tells CNN's Pamela Brown that the Republican memo from the House Intellige… https://t.co/Y1ZrN2ET2O,60,@CNN
-0.4168,Sat Mar 17 02:26:51 +0000 2018,0.824,0.176,0.0,"Embattled former FBI deputy Andrew McCabe says he ""never misled"" Justice Department investigators… https://t.co/hxnB7f8L9F",61,@CNN
-0.5574,Sat Mar 17 02:05:18 +0000 2018,0.833,0.167,0.0,BREAKING: Attorney General Jeff Sessions has fired former FBI deputy director Andrew McCabe less than two days shy… https://t.co/qOxa5YZFDc,62,@CNN
0.0,Sat Mar 17 01:54:31 +0000 2018,1.0,0.0,0.0,"Every year on St. Patrick's Day, the world suddenly looks a little more green. Here are some of the landmarks that… https://t.co/GNwhbmmKZB",63,@CNN
-0.1531,Sat Mar 17 01:35:24 +0000 2018,0.918,0.082,0.0,"RT @AC360: Anderson Cooper: #KeepingThemHonest, ""even barring any new shakeup, the turnover in (the Trump) administration is without modern…",64,@CNN
-0.2732,Sat Mar 17 01:31:39 +0000 2018,0.896,0.104,0.0,The lead bridge engineer with the firm that designed the pedestrian bridge that collapsed left a voicemail with the… https://t.co/pppToee6GM,65,@CNN
0.5859,Sat Mar 17 01:19:38 +0000 2018,0.769,0.0,0.231,"Nestled into the stunning Arctic landscape with panoramic views of sparkling fjords and snowy mountains, Ny Anstalt… https://t.co/x32JbLA62a",66,@CNN
0.0,Sat Mar 17 01:00:36 +0000 2018,1.0,0.0,0.0,The things that turn green on St. Patrick's Day https://t.co/EmvBkRWTp9 https://t.co/7zjVMQ0jKT,67,@CNN
-0.6705,Sat Mar 17 00:41:22 +0000 2018,0.703,0.297,0.0,FBI raids home of fired spy agency contractor suspected of leaking code on Facebook https://t.co/IIApgIHhRV,68,@CNN
0.0,Sat Mar 17 00:39:25 +0000 2018,1.0,0.0,0.0,Michael Flynn is set to appear at a California congressional candidate's event https://t.co/K9XOo7qSop https://t.co/J1yBATdTxs,69,@CNN
-0.4767,Sat Mar 17 00:31:58 +0000 2018,0.838,0.162,0.0,"Russia has attempted to attack targets that include ""energy, nuclear, commercial facilities, water, aviation, and c… https://t.co/OpMFru9m1k",70,@CNN
0.4215,Sat Mar 17 00:21:09 +0000 2018,0.859,0.0,0.141,"In the airline's third animal-related incident in a week, a United Airlines plane headed to St. Louis was diverted… https://t.co/9ZYGU1cTW8",71,@CNN
-0.4019,Sat Mar 17 00:21:07 +0000 2018,0.847,0.153,0.0,6 signs you're going to lose your White House job | Analysis by CNN's Gregory Krieg https://t.co/Gx9MuoFyiG https://t.co/iJ1tsRqHKm,72,@CNN
-0.5719,Sat Mar 17 00:11:03 +0000 2018,0.749,0.251,0.0,Two Nike executives have resigned in the midst of complaints about the company's work environment… https://t.co/vdun1MS7sv,73,@CNN
0.0,Fri Mar 16 23:58:45 +0000 2018,1.0,0.0,0.0,"RT @OutFrontCNN: ""This is theatre ... it's not normal,"" says @AprilDRyan of President Trump's staff shake-up https://t.co/p3PGiOFOFT https:…",74,@CNN
-0.7184,Fri Mar 16 23:55:06 +0000 2018,0.714,0.286,0.0,"Kroger is going to stop selling magazines about assault rifles, a spokeswoman for the grocery chain said… https://t.co/n4p0gFzVGB",75,@CNN
0.0,Fri Mar 16 23:49:25 +0000 2018,1.0,0.0,0.0,"6 days, 26 major stories: 1 week in the Trump presidency | Analysis by @CillizzaCNN https://t.co/I1uiplvN2u https://t.co/m7q8O6xpAj",76,@CNN
-0.2263,Fri Mar 16 23:41:02 +0000 2018,0.694,0.179,0.127,Trump is creating a dangerous echo chamber around himself | By Julian Zelizer via @CNNOpinion… https://t.co/Ix4ndy0Bz0,77,@CNN
0.4215,Fri Mar 16 23:36:05 +0000 2018,0.859,0.0,0.141,"Facebook is bringing the minimalist version of its app to some developed countries, including the United States… https://t.co/THWMh8L8lF",78,@CNN
0.0772,Fri Mar 16 23:31:05 +0000 2018,0.92,0.0,0.08,A University of Pennsylvania Law School professor has been removed from teaching mandatory first-year courses after… https://t.co/TR8dIXkVig,79,@CNN
0.0,Fri Mar 16 23:21:06 +0000 2018,1.0,0.0,0.0,"Caterpillar could eliminate nearly 900 jobs in the US and Central America, the company said https://t.co/f1KsuzYWi7 https://t.co/bE3TKTIQMx",80,@CNN
-0.743,Fri Mar 16 23:11:08 +0000 2018,0.73,0.27,0.0,"Four suspects in the alleged hazing death of a Louisiana State University student were indicted, according to the E… https://t.co/vWNiufyhou",81,@CNN
-0.8979,Fri Mar 16 23:01:04 +0000 2018,0.573,0.427,0.0,Putin is stoking the hellish war in Syria and no one is stopping him | By Gayle Lemmon via @CNNOpinion… https://t.co/08OrNrS167,82,@CNN
-0.1901,Fri Mar 16 22:51:03 +0000 2018,0.916,0.084,0.0,"President Trump may complain about American cars being locked out of the Japanese auto market but, experts say, tha… https://t.co/nKh61JtANx",83,@CNN
0.0571,Fri Mar 16 22:41:26 +0000 2018,0.548,0.221,0.231,RT @CNNSitRoom: Democratic Rep. Garamendi: “This Presidency is a very serious security threat to the United States” https://t.co/CAUNIM0XaP…,84,@CNN
0.1779,Fri Mar 16 22:41:09 +0000 2018,0.904,0.0,0.096,The US pushes for changes to the Iran deal as President Trump signals a tougher stance https://t.co/jlDYogbzrB https://t.co/7CFLPIEX4u,85,@CNN
0.0,Fri Mar 16 22:31:43 +0000 2018,1.0,0.0,0.0,Tariff tutorial: what the 45th US President could learn from the 25th | By John Kirby via @CNNOpinion… https://t.co/AxnKAghXzB,86,@CNN
0.0,Fri Mar 16 22:21:34 +0000 2018,1.0,0.0,0.0,"The Academy of Motion Pictures Arts and Sciences, the group behind on the Oscars, is investigating allegations of s… https://t.co/Yn0zVaop0N",87,@CNN
-0.34,Fri Mar 16 22:16:09 +0000 2018,0.833,0.167,0.0,Thousands of people gathered in Slovakia's capital city to protest against the government and pay tribute to murder… https://t.co/TphLFTABVH,88,@CNN
0.2023,Fri Mar 16 22:09:02 +0000 2018,0.904,0.0,0.096,"Education Secretary Betsy DeVos and Washington Sen. Patty Murray, the top Democrat on the Senate's education panel,… https://t.co/greo94ZBXD",89,@CNN
0.0,Fri Mar 16 22:06:09 +0000 2018,1.0,0.0,0.0,New satellite imagery examined by Western experts suggests North Korea has begun preliminary testing of one of its… https://t.co/JawfIsT74b,90,@CNN
0.296,Fri Mar 16 21:51:48 +0000 2018,0.901,0.0,0.099,"Though HIV rates across the US are stable, at least two spots -- Beaver County, Pennsylvania, and Milwaukee -- show… https://t.co/IchWshO1bN",91,@CNN
0.4939,Fri Mar 16 21:47:32 +0000 2018,0.842,0.0,0.158,White House press secretary Sarah Sanders wouldn't say whether Russian President Vladimir Putin was a friend or a f… https://t.co/XTBp5HzcwX,92,@CNN
-0.3818,Fri Mar 16 21:36:53 +0000 2018,0.89,0.11,0.0,"The White House is gearing up for a bruising fight over the nomination of President Trump's pick to head the CIA, G… https://t.co/dTREDYchTR",93,@CNN
0.0,Fri Mar 16 21:30:44 +0000 2018,1.0,0.0,0.0,"The Vatican has removed Archbishop Anthony Apuron of Guam from office.

A news release did not specify exactly what… https://t.co/9VrEgLAj8P",94,@CNN
0.0,Fri Mar 16 21:22:01 +0000 2018,1.0,0.0,0.0,"""I guess it never really occurred to me that I wouldn't always get to have that old-fashioned toy store experience… https://t.co/Q1PvzzJDPO",95,@CNN
0.34,Fri Mar 16 21:18:35 +0000 2018,0.893,0.0,0.107,"A pro-Trump group has hired Carl Higbie, who shared an N-Word laden post written by someone else on Facebook in 201… https://t.co/KXnx2TqAZe",96,@CNN
-0.4404,Fri Mar 16 21:16:43 +0000 2018,0.868,0.132,0.0,"Saudi Arabia will develop nuclear weapons if Iran does the same, said Crown Prince Mohammed bin Salman, Saudi's def… https://t.co/MLHmQAELbx",97,@CNN
0.5413,Fri Mar 16 21:04:26 +0000 2018,0.845,0.0,0.155,"On Saturday, 1.7 million South Australians will vote in what many are describing as the most exciting electoral rac… https://t.co/LvVsumtxAW",98,@CNN
-0.3182,Fri Mar 16 21:01:31 +0000 2018,0.901,0.099,0.0,"""Is there anything in the litany of accusations -- you would call them facts -- that surround this case that happen… https://t.co/LL9FHkK0iI",99,@CNN
0.5719,Sat Mar 17 18:50:44 +0000 2018,0.654,0.0,0.346,"Earlier, President @realDonaldTrump wished everyone a Happy #StPatricksDay. https://t.co/izslY7CIxF",0,@FoxNews
-0.5358,Sat Mar 17 18:48:07 +0000 2018,0.801,0.199,0.0,"Jai Chabria: ""The Mueller investigation is gonna go on...there's not support on Capitol Hill to stop the Mueller in… https://t.co/4nBy7gFFDx",1,@FoxNews
-0.4939,Sat Mar 17 18:41:35 +0000 2018,0.775,0.225,0.0,"Prince Harry reportedly rejects prenup ahead of marriage to Meghan Markle 
https://t.co/rZsAkimWgw",2,@FoxNews
-0.1298,Sat Mar 17 18:41:11 +0000 2018,0.816,0.103,0.081,"Jai Chabria on McCabe firing: ""The detractors of @realDonaldTrump need to be very careful because this is not one w… https://t.co/xcaZ2rUgdz",3,@FoxNews
-0.6486,Sat Mar 17 18:39:32 +0000 2018,0.719,0.281,0.0,Homeless family of 4 found dead in parked van in Southern California https://t.co/5eFOebpdMD,4,@FoxNews
-0.5106,Sat Mar 17 18:32:37 +0000 2018,0.752,0.248,0.0,Outrage over New Yorker mag's 'repulsive' body-shaming of President Trump https://t.co/OiKnEpkpFY,5,@FoxNews
0.0,Sat Mar 17 18:32:02 +0000 2018,1.0,0.0,0.0,"John Bussey on @realDonaldTrump's tweets on Mueller investigation: ""The public is metabolizing this and over time r… https://t.co/Y3bjdBxzwr",6,@FoxNews
-0.4215,Sat Mar 17 18:26:53 +0000 2018,0.859,0.141,0.0,"John Bussey on Mueller investigation: ""He's moving very deliberately. He's got guilty pleas already, he's gotten in… https://t.co/mjId4VJNJ6",7,@FoxNews
0.0,Sat Mar 17 18:26:37 +0000 2018,1.0,0.0,0.0,"On @foxandfriends, @AlanDersh called out the many Democrats who have associations with Louis Farrakhan.… https://t.co/BipCrmdi6X",8,@FoxNews
-0.5574,Sat Mar 17 18:24:27 +0000 2018,0.833,0.167,0.0,"After being fired by Attorney General Jeff Sessions on Friday, former @FBI Deputy Director Andrew McCabe released a… https://t.co/Q03bUFDWSQ",9,@FoxNews
-0.743,Sat Mar 17 18:18:21 +0000 2018,0.588,0.412,0.0,1969 Preakness Stakes trophy stolen from storage facility; woman arrested https://t.co/DSy9N2UunS,10,@FoxNews
-0.296,Sat Mar 17 18:06:40 +0000 2018,0.82,0.18,0.0,Savannah says 'no more' to smooching soldiers in #StPatricksDay Parade https://t.co/2W28gi2T40,11,@FoxNews
-0.296,Sat Mar 17 17:59:22 +0000 2018,0.855,0.145,0.0,Woman files complaint against Universal Orlando Resort saying she was fat-shamed by staff https://t.co/FBnUcNM5Rg,12,@FoxNews
0.0,Sat Mar 17 17:56:42 +0000 2018,1.0,0.0,0.0,"Widow of NYPD Cop: Release of Husband's 'Assassin' Is 'Betrayal' to Officers
https://t.co/oc6RZch3iC",13,@FoxNews
-0.6486,Sat Mar 17 17:54:09 +0000 2018,0.736,0.264,0.0,"Adrian Lamo, hacker who turned in Chelsea Manning to FBI, found dead https://t.co/4eJfcGOmGx",14,@FoxNews
-0.4767,Sat Mar 17 17:43:38 +0000 2018,0.838,0.162,0.0,"Moments ago, President @realDonaldTrump tweeted about Andrew McCabe, this time slamming the ""fake news,"" ""Crooked H… https://t.co/J8QtOQqBpi",15,@FoxNews
0.0,Sat Mar 17 17:41:00 +0000 2018,1.0,0.0,0.0,Take a look at the dyeing of the river for #StPatricksDay in Chicago. https://t.co/YYcs8Es9Y5,16,@FoxNews
-0.2023,Sat Mar 17 17:38:00 +0000 2018,0.899,0.101,0.0,"On ""Cavuto Live,"" @DeneenBorelli slammed @HillaryClinton in the wake of her controversial comments about female Tru… https://t.co/dmoFmdgLli",17,@FoxNews
-0.8834,Sat Mar 17 17:35:53 +0000 2018,0.538,0.462,0.0,"'He Killed An American Citizen': @MarkSteynOnline Battles Lawyer Over 'Malicious Prosecution' in Steinle Case
https://t.co/7SeRpXQRLT",18,@FoxNews
0.0,Sat Mar 17 17:35:00 +0000 2018,1.0,0.0,0.0,"YESTERDAY: @MarcShort45: ""We wanted to take a few minutes to discuss the historic obstruction that we have faced by… https://t.co/IQ1m9UlH0y",19,@FoxNews
0.0,Sat Mar 17 17:27:00 +0000 2018,1.0,0.0,0.0,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @DarrellIssa and @TomiLahren - Tune in at 9p ET on Fox News Channel! https://t.co/ztXUpFKcPp",20,@FoxNews
0.128,Sat Mar 17 17:22:44 +0000 2018,0.909,0.0,0.091,"Amidst reports of @DonaldJTrumpJr's divorce, former first daughter @ChelseaClinton sent a message in defense of Pre… https://t.co/PxQidUW9sB",21,@FoxNews
-0.8442,Sat Mar 17 17:18:18 +0000 2018,0.468,0.532,0.0,Russia expels 23 British diplomats in spy poisoning dispute. https://t.co/4kfj62m7Q4 https://t.co/ddDciXWBhn,22,@FoxNews
0.0,Sat Mar 17 17:18:00 +0000 2018,1.0,0.0,0.0,"TONIGHT on @GregGutfeldShow, @greggutfeld talks @katyperry, @HillaryClinton, and more - Tune in at 10p ET on Fox Ne… https://t.co/tquxhzn3Y0",23,@FoxNews
0.0,Sat Mar 17 17:17:00 +0000 2018,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace talks to @SenatorDurbin - Tune in at 2p ET on Fox News Channel! https://t.co/oOQDkcpBD9",24,@FoxNews
0.0,Sat Mar 17 17:14:00 +0000 2018,1.0,0.0,0.0,"TOMORROW on @FoxNewsSunday, Chris Wallace speaks exclusively to @TGowdySC - Tune in at 2p &amp; 7p ET on Fox News Chann… https://t.co/zEDZq1oK7d",25,@FoxNews
0.0,Sat Mar 17 17:10:12 +0000 2018,1.0,0.0,0.0,.@newtgingrich: Trump (and his success) continues to baffle our country's elites. What's going on? https://t.co/LKzSx07cBG,26,@FoxNews
0.5719,Sat Mar 17 17:02:15 +0000 2018,0.764,0.0,0.236,"Britain's Catherine, Duchess of Cambridge and Prince William celebrate St. Patrick's Day. https://t.co/qNONPXixnC",27,@FoxNews
-0.6486,Sat Mar 17 17:02:05 +0000 2018,0.569,0.431,0.0,Second FIU bridge collapse victim identified as worker https://t.co/HMoU8qorfx,28,@FoxNews
0.3182,Sat Mar 17 16:53:28 +0000 2018,0.663,0.133,0.204,"This morning, Democratic Congressman @RepSwalwell slammed President @realDonaldTrump for celebrating the firing of… https://t.co/qcHIi1fFwx",29,@FoxNews
0.0,Sat Mar 17 16:51:00 +0000 2018,1.0,0.0,0.0,".@RealCandaceO: ""We can't have states within this union that are not complying with federal law."" https://t.co/3zwWu3ElPv",30,@FoxNews
0.7269,Sat Mar 17 16:49:06 +0000 2018,0.697,0.0,0.303,"TOMORROW on ""Life, Liberty, and Levin,"" @marklevinshow has a special interview with @Hillsdale President Dr. Larry… https://t.co/smDQvvSoHT",31,@FoxNews
0.0,Sat Mar 17 16:47:16 +0000 2018,1.0,0.0,0.0,BREAKING: @SenSchumer responds to Trump lawyer John Dowd's call to end Mueller probe. https://t.co/g55cTalNWA https://t.co/TSPjN7DGCZ,32,@FoxNews
0.0,Sat Mar 17 16:42:00 +0000 2018,1.0,0.0,0.0,".@PhilippeReines: ""I think what [@HillaryClinton] has learned - which frankly she should have known from decades in… https://t.co/Wc1yEb5J3C",33,@FoxNews
0.0,Sat Mar 17 16:39:54 +0000 2018,1.0,0.0,0.0,"TONIGHT on @WattersWorld, @JesseBWatters speaks exclusively to Felix Sater - Tune in at 8p ET on Fox News Channel! https://t.co/TH0NfrDyTM",34,@FoxNews
-0.7184,Sat Mar 17 16:27:41 +0000 2018,0.739,0.261,0.0,".@TomFitton: ""Will he be prosecuted for lying to investigators the way that @GenFlynn, who McCabe targeted, was pro… https://t.co/6w5QvABnqP",35,@FoxNews
0.357,Sat Mar 17 16:17:00 +0000 2018,0.89,0.0,0.11,"Jacob Shoemaker: ""Students should be able to make a choice and not be forced into a situation by the officials in t… https://t.co/9Dgsjk9lCl",36,@FoxNews
0.0,Sat Mar 17 16:12:34 +0000 2018,1.0,0.0,0.0,"On @foxandfriends, @RealCandaceO slammed the left for its ""victim"" ideology. https://t.co/g2mXEbz2Th https://t.co/8gtHUL2Kne",37,@FoxNews
-0.6369,Sat Mar 17 16:05:56 +0000 2018,0.556,0.328,0.116,Charlize Theron says teachers arming themselves is an 'outrageous' solution to gun violence https://t.co/THaHhwSMvy,38,@FoxNews
-0.0516,Sat Mar 17 15:57:21 +0000 2018,0.531,0.239,0.23,"FIU: Engineers met to discuss bridge crack on morning of collapse, determined 'no safety concerns' https://t.co/3LygDvBijL",39,@FoxNews
-0.5267,Sat Mar 17 15:43:25 +0000 2018,0.793,0.207,0.0,Dem Sen: 'Vindictive and Political' for DOJ to Punish FBI's McCabe via Pension https://t.co/M8ZXD80DUq,40,@FoxNews
-0.8834,Sat Mar 17 15:42:49 +0000 2018,0.538,0.462,0.0,'He Killed An American Citizen': @MarkSteynOnline Battles Lawyer Over 'Malicious Prosecution' in Steinle Case https://t.co/aX0gNo728w,41,@FoxNews
0.34,Sat Mar 17 15:41:47 +0000 2018,0.562,0.152,0.287,"Some Democrats want Pelosi out now, win or lose House in midterms https://t.co/ca7oGqgphL",42,@FoxNews
-0.5574,Sat Mar 17 15:41:41 +0000 2018,0.769,0.231,0.0,"Trump calls fired McCabe ‘choirboy’, suggests FBI corruption ‘at the highest levels’ https://t.co/QBZlJeXU6u",43,@FoxNews
0.7184,Sat Mar 17 15:40:49 +0000 2018,0.75,0.0,0.25,"Bonnie Brazzeal: ""I never dreamed that I would meet @POTUS and personally thank him for the bonus. He really listen… https://t.co/evcbbhCTXq",44,@FoxNews
0.0,Sat Mar 17 15:31:33 +0000 2018,1.0,0.0,0.0,".@dagenmcdowell: ""The RNC so far in the 2018 cycle is outraising the DNC 2 to 1."" https://t.co/pKW8oi1LNf",45,@FoxNews
0.0,Sat Mar 17 15:27:01 +0000 2018,1.0,0.0,0.0,Turnover rate in past administrations. https://t.co/CSFMwinwK7,46,@FoxNews
0.3612,Sat Mar 17 15:22:01 +0000 2018,0.857,0.0,0.143,".@JessicaTarlov: ""@POTUS communicates every day on Twitter to the entire world like a little child."" #Cavuto https://t.co/JysUwnFKG4",47,@FoxNews
0.4215,Sat Mar 17 15:10:25 +0000 2018,0.872,0.0,0.128,DEVELOPING: Trump’s lawyer John Dowd tells Fox News he hopes Deputy AG Rosenstein will end Mueller probe after McCa… https://t.co/gZyO8B7wna,48,@FoxNews
-0.3182,Sat Mar 17 15:08:00 +0000 2018,0.887,0.113,0.0,".@deneenborelli: ""Every day [@HillaryClinton] talks it is a reminder of why she lost. She has managed - this one pe… https://t.co/yvZr7bLvTV",49,@FoxNews
0.5719,Sat Mar 17 15:04:57 +0000 2018,0.684,0.0,0.316,"Moments ago, President @realDonaldTrump wished everyone a Happy #StPatricksDay. https://t.co/OHtrM2fPbL",50,@FoxNews
0.3506,Sat Mar 17 15:04:00 +0000 2018,0.86,0.0,0.14,".@deneenborelli: ""[@HillaryClinton] says she's a champion of women but her actions and her words speak otherwise.""… https://t.co/YZZVLd77Ew",51,@FoxNews
0.0,Sat Mar 17 14:57:36 +0000 2018,1.0,0.0,0.0,".@garybsmith: ""Some are starting to think we're some big socialist country where the government is there as a nanny… https://t.co/LlIqFATbgB",52,@FoxNews
-0.5859,Sat Mar 17 14:52:04 +0000 2018,0.725,0.275,0.0,".@dagenmcdowell: ""[@HillaryClinton] has an open contempt for Republican women."" #Cavuto https://t.co/a2nhhDPrjB",53,@FoxNews
-0.296,Sat Mar 17 14:52:00 +0000 2018,0.885,0.115,0.0,".@WhiteHouse looking to make individual cuts permanent as part of ""Phase Two"" for tax reform; @SimonettiLauren repo… https://t.co/jNncWyLxb5",54,@FoxNews
0.4215,Sat Mar 17 14:48:18 +0000 2018,0.872,0.0,0.128,BREAKING NEWS: Trump’s lawyer tells Fox News he hopes Deputy AG Rosenstein will end Mueller probe after McCabe firi… https://t.co/0MzwvJGKrY,55,@FoxNews
0.7269,Sat Mar 17 14:41:00 +0000 2018,0.724,0.0,0.276,"BREAKING NEWS: @POTUS's attorney: ""I pray that Acting Attorney General Rosenstein will follow the brilliant and cou… https://t.co/M1hx2dnCSp",56,@FoxNews
0.0,Sat Mar 17 14:30:49 +0000 2018,1.0,0.0,0.0,"Moments ago, @VP Mike Pence tweeted his celebration of #StPatricksDay and his Irish roots. He will soon march in a… https://t.co/qn9V18Nzpv",57,@FoxNews
0.0,Sat Mar 17 14:17:42 +0000 2018,1.0,0.0,0.0,".@SenatorCardin: ""Mr. McCabe was not treated fairly."" #Cavuto https://t.co/hi6agS0l8a",58,@FoxNews
0.7184,Sat Mar 17 14:14:12 +0000 2018,0.75,0.0,0.25,".@RepBradWenstrup: ""Let's clean the house and let's start to rebuild some of the trust that the American people wan… https://t.co/IXD9SXgtgL",59,@FoxNews
0.0,Sat Mar 17 14:03:46 +0000 2018,1.0,0.0,0.0,Dyeing of the river for #StPatricksDay in Chicago (Credit: WFLD) https://t.co/3ktb8UG8fj,60,@FoxNews
0.3818,Sat Mar 17 14:02:24 +0000 2018,0.833,0.0,0.167,".@AmbJohnBolton: ""It would've been stunning if Jeff Sessions had done anything else."" https://t.co/W4UBetvSKm https://t.co/QbeaKLGlFY",61,@FoxNews
0.0,Sat Mar 17 13:55:31 +0000 2018,1.0,0.0,0.0,".@cvpayne: ""6.3 million job openings right now - by far an all-time record."" https://t.co/RjclNa3ZAw",62,@FoxNews
-0.6486,Sat Mar 17 13:50:58 +0000 2018,0.736,0.264,0.0,"Adrian Lamo, hacker who turned in Chelsea Manning to FBI, found dead https://t.co/4eJfcGOmGx",63,@FoxNews
0.9042,Sat Mar 17 13:37:34 +0000 2018,0.551,0.0,0.449,".@RCamposDuffy: ""This is a first step in restoring confidence and trust in our institutions and in equal justice in… https://t.co/WVOlvDcF3H",64,@FoxNews
-0.6486,Sat Mar 17 13:07:38 +0000 2018,0.762,0.238,0.0,".@GeraldoRivera: “The firing of McCabe as it happened, on a Friday night at ten o’clock, was harsh and spiteful.” https://t.co/pf5kx7Ftt4",65,@FoxNews
-0.5106,Sat Mar 17 12:56:13 +0000 2018,0.752,0.248,0.0,Outrage over New Yorker mag's 'repulsive' body-shaming of President Trump https://t.co/OiKnEpkpFY,66,@FoxNews
0.3818,Sat Mar 17 12:41:54 +0000 2018,0.88,0.0,0.12,Brandon Judd: “The president wants to get a deal done that will protect these people that were brought here through… https://t.co/wkwDYWdZd0,67,@FoxNews
0.0,Sat Mar 17 12:37:04 +0000 2018,1.0,0.0,0.0,.@PhilippeReines: “Firing Jim Comey will go down as one of the biggest political blunders in history.” https://t.co/uZMYDKCL41,68,@FoxNews
-0.2415,Sat Mar 17 12:35:10 +0000 2018,0.704,0.176,0.12,.@PhilippeReines: “President Trump cannot fire his way out of the troubles he’s in.” https://t.co/W3XAQxn8Iq,69,@FoxNews
0.0,Sat Mar 17 12:32:34 +0000 2018,1.0,0.0,0.0,".@PhilippeReines: “Irrespective of what you think Mr. McCabe did or didn’t do, it’s transparently vindictive to fir… https://t.co/dY3ayT9o0h",70,@FoxNews
0.0,Sat Mar 17 12:16:48 +0000 2018,1.0,0.0,0.0,"Rumored site of $55M in Civil War-era gold draws FBI's attention, reports say https://t.co/oBiHoTiJUI",71,@FoxNews
